Date,Temperature,Humidity,Precipitation,WindSpeed
2025-08-29,11.0,81.5,12.5,10.0
2025-08-30,9.4,92.2,22.0,12.5
2025-08-31,7.7,83.3,31.7,6.9
2025-09-01,17.3,79.4,15.0,11.7
2025-09-02,14.7,79.3,7.5,12.7
2025-09-03,12.4,70.6,1.1,13.0
2025-09-04,13.2,87.9,26.0,5.2
2025-09-05,8.9,81.3,9.5,8.7
2025-09-06,19.5,80.8,10.0,8.4
2025-09-07,12.4,100.0,10.6,11.3
2025-09-08,12.2,84.5,14.5,12.4
2025-09-09,13.9,77.3,14.8,15.5
2025-09-10,13.0,79.7,8.2,9.5
2025-09-11,12.1,90.9,9.4,9.5
2025-09-12,8.9,83.8,6.0,14.4
2025-09-13,12.6,73.1,5.4,11.9
2025-09-14,16.7,89.8,5.3,14.8
2025-09-15,15.0,78.8,9.4,11.9
2025-09-16,15.6,96.7,4.4,7.5
2025-09-17,9.2,91.3,7.4,7.0
2025-09-18,7.6,80.8,2.9,6.3
2025-09-19,10.1,93.0,11.2,13.0
2025-09-20,10.5,84.6,5.9,14.6
2025-09-21,13.5,90.3,14.6,16.5
2025-09-22,5.1,87.8,3.3,13.5
2025-09-23,14.6,78.6,1.4,14.5
2025-09-24,9.5,80.2,9.5,9.3
2025-09-25,8.6,92.0,7.1,7.5
2025-09-26,6.7,82.6,2.7,13.6
2025-09-27,4.7,82.2,18.4,12.3
2025-09-28,12.0,78.5,3.9,11.3
2025-09-29,9.7,88.2,5.1,12.2
2025-09-30,5.5,99.8,21.0,12.0
2025-10-01,5.4,78.0,15.3,14.9
2025-10-02,8.2,85.7,3.5,14.9
2025-10-03,14.1,95.5,7.7,12.6
2025-10-04,8.3,85.2,3.1,13.5
2025-10-05,4.5,89.0,19.9,12.5
2025-10-06,8.2,78.5,19.8,9.6
2025-10-07,8.0,89.0,34.9,13.3
2025-10-08,0.7,84.8,44.3,6.8
2025-10-09,8.5,93.1,5.9,14.2
2025-10-10,7.9,94.6,17.6,7.4
2025-10-11,10.7,100.0,1.1,11.9
2025-10-12,14.1,90.4,11.9,8.5
2025-10-13,11.8,88.7,14.3,12.7
2025-10-14,7.6,87.9,4.1,10.9
2025-10-15,5.0,84.1,5.5,6.2
2025-10-16,16.0,89.0,19.9,12.3
2025-10-17,8.5,84.6,14.6,9.3
2025-10-18,8.3,87.9,31.9,13.6
2025-10-19,8.1,96.0,29.4,11.0
2025-10-20,8.8,79.7,1.7,12.2
2025-10-21,7.7,94.8,6.4,8.1
2025-10-22,6.4,96.1,3.7,9.2
2025-10-23,6.4,86.1,18.1,9.6
2025-10-24,8.0,72.1,12.9,13.6
2025-10-25,6.4,82.7,4.0,16.0
2025-10-26,5.9,96.0,4.6,8.6
2025-10-27,8.3,86.8,24.9,14.2
2025-10-28,7.2,80.0,7.1,4.5
2025-10-29,12.5,83.5,0.9,7.4
2025-10-30,0.0,92.9,3.6,8.1
2025-10-31,11.3,90.8,36.5,6.9
2025-11-01,11.7,85.3,21.4,6.2
2025-11-02,1.8,84.4,2.9,12.2
2025-11-03,7.0,84.2,11.9,10.4
2025-11-04,6.9,80.5,20.4,12.1
2025-11-05,3.8,98.3,1.6,13.1
2025-11-06,5.7,84.7,22.1,11.8
2025-11-07,4.7,95.4,14.5,13.0
2025-11-08,13.4,97.5,5.2,10.8
2025-11-09,10.9,93.8,16.3,7.4
2025-11-10,12.0,83.8,13.0,14.2
2025-11-11,10.4,89.6,13.7,9.2
2025-11-12,4.8,86.6,11.6,8.2
2025-11-13,6.7,80.4,4.5,10.5
2025-11-14,9.8,88.9,5.3,8.3
2025-11-15,4.7,78.3,8.4,9.7
2025-11-16,10.5,94.8,10.7,12.0
2025-11-17,7.7,83.2,17.0,12.0
2025-11-18,7.4,87.8,37.1,8.3
2025-11-19,10.7,88.3,12.4,9.5
2025-11-20,9.9,84.5,16.8,14.2
2025-11-21,7.6,90.3,19.7,12.5
2025-11-22,12.2,82.8,17.7,17.2
2025-11-23,5.5,92.2,4.3,14.5
2025-11-24,10.7,76.5,26.6,14.4
2025-11-25,10.7,86.8,23.7,6.8
2025-11-26,8.1,99.4,11.4,13.3
2025-11-27,10.1,78.7,4.6,10.8
2025-11-28,5.4,80.9,10.5,9.3
2025-11-29,12.0,89.1,1.9,11.5
2025-11-30,8.8,86.7,29.0,13.8
2025-12-01,7.8,87.8,5.8,12.5
2025-12-02,12.6,88.6,8.0,8.4
2025-12-03,7.5,89.5,27.6,13.2
2025-12-04,5.5,92.7,25.3,9.1
2025-12-05,5.1,87.7,13.4,11.7
2025-12-06,11.7,83.0,32.0,10.1
2025-12-07,6.1,89.3,4.2,10.3
2025-12-08,15.4,97.8,13.4,13.3
2025-12-09,4.0,83.4,4.2,7.9
2025-12-10,15.4,77.4,22.7,16.8
2025-12-11,11.0,91.8,22.1,5.5
2025-12-12,10.2,83.1,33.6,9.2
2025-12-13,9.0,68.6,10.3,12.1
2025-12-14,12.0,89.6,40.0,12.8
2025-12-15,10.8,79.8,3.8,10.7
2025-12-16,14.3,82.8,9.8,10.8
2025-12-17,11.5,85.6,4.0,12.2
2025-12-18,11.7,84.4,12.0,10.3
2025-12-19,10.3,87.9,4.4,15.2
2025-12-20,11.3,79.7,22.8,13.5
2025-12-21,12.6,86.2,14.8,13.6
2025-12-22,6.6,80.6,3.5,8.1
2025-12-23,7.9,87.5,19.1,10.8
2025-12-24,14.3,86.4,30.5,10.1
2025-12-25,12.7,75.4,15.9,8.0
2025-12-26,11.8,89.4,2.5,12.1
2025-12-27,12.5,77.9,9.1,9.4
2025-12-28,13.7,87.1,17.5,13.0
2025-12-29,11.1,83.9,8.3,7.8
2025-12-30,10.6,94.0,3.8,16.2
2025-12-31,13.6,79.4,24.6,8.3
2026-01-01,10.3,78.3,8.0,11.7
2026-01-02,14.6,80.4,30.5,13.4
2026-01-03,8.4,78.3,6.5,9.3
2026-01-04,16.8,85.8,7.6,13.6
2026-01-05,15.2,68.7,6.0,7.3
2026-01-06,14.8,72.4,8.9,15.4
2026-01-07,17.1,72.2,14.7,11.0
2026-01-08,19.3,86.1,4.0,9.2
2026-01-09,17.5,91.2,3.3,10.1
2026-01-10,9.1,78.3,1.6,13.4
2026-01-11,10.9,77.7,1.3,9.2
2026-01-12,13.1,79.1,2.5,8.8
2026-01-13,15.2,86.6,6.4,10.3
2026-01-14,16.8,71.8,11.8,7.5
2026-01-15,13.3,79.7,14.0,16.5
2026-01-16,16.2,84.7,11.4,9.3
2026-01-17,13.5,81.2,28.1,13.5
2026-01-18,14.1,78.8,34.5,11.6
2026-01-19,11.9,84.3,8.1,8.0
2026-01-20,13.5,58.1,4.1,11.0
2026-01-21,12.4,81.6,41.7,13.4
2026-01-22,13.7,72.1,24.0,10.4
2026-01-23,20.0,63.6,22.8,14.6
2026-01-24,14.1,79.8,6.2,14.1
2026-01-25,25.0,85.6,19.4,13.8
2026-01-26,18.8,74.9,11.5,9.6
2026-01-27,18.0,82.3,9.7,7.8
2026-01-28,15.1,86.7,9.6,9.2
2026-01-29,19.9,84.4,15.2,11.6
2026-01-30,16.3,86.5,28.8,12.6
2026-01-31,18.5,80.0,44.1,4.5
2026-02-01,26.0,75.1,7.2,11.0
2026-02-02,18.2,63.2,12.0,11.5
2026-02-03,22.1,72.5,9.5,10.2
2026-02-04,16.8,68.1,14.4,14.9
2026-02-05,18.9,89.0,8.5,12.3
2026-02-06,24.5,72.3,5.5,14.9
2026-02-07,17.5,74.2,7.2,10.4
2026-02-08,25.0,77.0,6.3,13.8
2026-02-09,21.8,73.2,9.1,15.9
2026-02-10,18.2,84.6,2.7,14.9
2026-02-11,21.9,68.2,6.4,7.7
2026-02-12,23.1,73.7,14.3,10.2
2026-02-13,22.3,66.9,14.2,10.0
2026-02-14,15.8,62.7,12.6,12.5
2026-02-15,18.5,67.5,27.0,13.1
2026-02-16,20.1,71.3,14.8,8.5
2026-02-17,20.8,68.3,26.4,11.2
2026-02-18,23.1,66.3,44.1,4.9
2026-02-19,21.9,61.1,19.8,15.3
2026-02-20,17.5,70.2,2.8,9.5
2026-02-21,22.8,60.0,13.0,11.2
2026-02-22,23.7,75.7,11.5,10.1
2026-02-23,23.7,70.8,30.5,14.4
2026-02-24,25.4,59.8,9.4,2.5
2026-02-25,24.8,67.6,4.8,11.0
2026-02-26,23.9,64.4,6.7,10.7
2026-02-27,22.4,71.7,2.9,9.6
2026-02-28,17.8,78.6,39.4,16.2
2026-03-01,24.2,55.9,10.4,8.3
2026-03-02,23.7,69.7,3.2,13.3
2026-03-03,24.0,67.6,32.4,12.1
2026-03-04,19.5,73.2,36.2,14.8
2026-03-05,20.3,69.9,11.8,9.0
2026-03-06,26.8,62.9,2.6,8.8
2026-03-07,23.7,65.8,6.9,14.3
2026-03-08,26.0,62.3,8.5,12.3
2026-03-09,24.2,75.2,10.7,6.4
2026-03-10,24.3,67.7,3.6,9.4
2026-03-11,27.2,80.7,21.0,12.2
2026-03-12,22.9,66.8,0.8,13.5
2026-03-13,24.9,62.1,23.5,9.0
2026-03-14,23.4,56.3,27.1,2.3
2026-03-15,23.6,54.1,7.5,12.6
2026-03-16,24.1,55.5,9.7,7.3
2026-03-17,25.8,68.3,29.5,4.9
2026-03-18,23.8,69.9,17.0,2.5
2026-03-19,29.1,55.1,7.7,13.4
2026-03-20,22.8,72.3,8.6,11.4
2026-03-21,25.0,62.5,15.2,10.3
2026-03-22,24.4,66.8,37.0,15.2
2026-03-23,30.1,76.9,8.8,12.9
2026-03-24,26.5,71.8,7.5,15.8
2026-03-25,29.1,63.5,10.7,6.8
2026-03-26,21.7,59.0,10.7,10.9
2026-03-27,27.0,50.1,13.3,6.1
2026-03-28,29.0,60.0,9.8,10.3
2026-03-29,26.7,63.4,24.5,10.3
2026-03-30,29.7,57.9,4.5,12.9
2026-03-31,25.0,63.8,14.4,11.1
2026-04-01,30.9,65.1,14.8,12.9
2026-04-02,33.7,62.9,4.9,13.1
2026-04-03,25.8,59.8,14.3,17.5
2026-04-04,25.6,65.5,15.1,10.1
2026-04-05,31.4,67.3,0.3,8.2
2026-04-06,31.8,56.5,4.1,11.7
2026-04-07,25.6,73.9,31.2,8.6
2026-04-08,25.9,63.3,6.1,15.4
2026-04-09,26.4,64.0,3.2,10.2
2026-04-10,23.3,68.8,1.3,9.3
2026-04-11,24.6,65.4,3.7,9.6
2026-04-12,24.4,70.3,9.4,13.2
2026-04-13,25.2,65.6,2.9,10.5
2026-04-14,27.5,59.2,17.2,9.1
2026-04-15,28.3,66.0,4.8,16.0
2026-04-16,32.3,55.4,13.3,8.4
2026-04-17,24.7,64.1,28.1,11.1
2026-04-18,30.7,63.1,26.9,13.0
2026-04-19,27.1,61.8,13.2,6.1
2026-04-20,27.7,62.3,3.4,12.4
2026-04-21,29.9,50.0,10.0,7.8
2026-04-22,24.5,59.3,13.5,13.5
2026-04-23,29.0,63.8,49.7,8.1
2026-04-24,28.4,64.2,1.2,13.1
2026-04-25,29.4,55.9,10.0,14.3
2026-04-26,28.8,71.9,16.7,13.6
2026-04-27,35.3,57.0,11.3,11.8
2026-04-28,26.1,69.8,12.4,10.3
2026-04-29,26.4,66.0,5.1,9.3
2026-04-30,26.1,58.5,20.7,15.4
2026-05-01,26.3,75.4,10.7,8.9
2026-05-02,26.1,54.6,12.3,7.9
2026-05-03,31.6,69.4,22.3,13.0
2026-05-04,32.3,70.0,7.9,8.6
2026-05-05,26.3,58.3,25.9,8.1
2026-05-06,25.5,72.8,2.8,6.7
2026-05-07,29.4,61.3,12.9,9.6
2026-05-08,26.3,65.1,4.8,10.8
2026-05-09,29.8,64.9,3.6,11.7
2026-05-10,28.5,62.2,36.7,13.9
2026-05-11,23.3,68.8,3.0,12.6
2026-05-12,32.5,68.8,10.9,10.4
2026-05-13,33.2,51.0,2.7,10.4
2026-05-14,25.9,72.4,24.8,12.5
2026-05-15,26.6,51.7,7.3,14.8
2026-05-16,28.5,70.6,22.2,11.4
2026-05-17,28.6,71.3,16.3,9.6
2026-05-18,29.6,55.9,44.8,8.0
2026-05-19,33.6,60.7,2.1,6.7
2026-05-20,27.0,55.9,4.0,13.0
2026-05-21,25.0,62.2,21.4,12.7
2026-05-22,23.2,61.6,13.4,12.7
2026-05-23,25.1,69.3,8.5,10.6
2026-05-24,27.1,73.1,39.3,15.2
2026-05-25,32.6,73.8,10.3,9.5
2026-05-26,25.6,60.1,5.0,13.9
2026-05-27,27.7,62.7,22.4,10.9
2026-05-28,26.9,52.5,10.6,9.2
2026-05-29,30.4,58.7,11.2,12.8
2026-05-30,34.4,71.2,17.3,12.2
2026-05-31,25.1,75.8,17.8,12.1
2026-06-01,25.2,56.0,4.0,11.2
2026-06-02,29.7,60.6,8.0,10.9
2026-06-03,28.5,64.7,2.5,18.2
2026-06-04,31.9,66.9,13.5,14.6
2026-06-05,28.0,59.4,36.2,13.2
2026-06-06,25.1,68.2,4.1,11.3
2026-06-07,27.8,62.0,2.0,14.0
2026-06-08,29.3,65.3,5.8,12.6
2026-06-09,28.3,69.4,8.4,11.1
2026-06-10,27.3,65.7,18.0,10.1
2026-06-11,28.8,62.8,7.7,10.8
2026-06-12,29.0,65.2,13.7,1.5
2026-06-13,29.6,65.5,6.6,11.6
2026-06-14,27.2,63.7,8.8,9.5
2026-06-15,24.7,64.6,4.8,15.8
2026-06-16,25.5,77.7,3.4,11.1
2026-06-17,28.6,70.6,18.4,7.4
2026-06-18,22.4,64.8,7.0,10.9
2026-06-19,25.8,71.9,14.5,7.9
2026-06-20,23.4,64.8,4.7,12.4
2026-06-21,24.5,75.5,10.3,11.9
2026-06-22,28.1,70.0,0.8,13.9
2026-06-23,24.7,66.9,7.5,8.6
2026-06-24,24.2,70.9,5.2,11.1
2026-06-25,19.8,57.0,24.1,6.9
2026-06-26,26.0,60.2,2.9,13.1
2026-06-27,25.5,59.9,9.1,12.6
2026-06-28,29.9,69.5,13.4,12.5
2026-06-29,22.4,80.8,21.7,11.0
2026-06-30,23.8,84.4,19.6,12.2
2026-07-01,23.8,73.5,9.7,15.8
2026-07-02,27.6,72.7,10.9,10.1
2026-07-03,22.4,56.7,24.0,11.4
2026-07-04,23.4,65.7,9.6,7.7
2026-07-05,24.2,64.2,11.9,8.4
2026-07-06,22.8,65.6,24.6,11.3
2026-07-07,20.8,68.9,49.0,14.3
2026-07-08,22.5,67.0,12.7,10.2
2026-07-09,25.0,56.6,15.5,10.3
2026-07-10,18.5,75.9,19.2,9.8
2026-07-11,21.9,63.3,24.4,9.4
2026-07-12,19.2,72.7,22.1,11.9
2026-07-13,24.7,85.8,6.1,6.5
2026-07-14,16.4,65.0,13.4,14.8
2026-07-15,19.1,53.9,22.2,9.0
2026-07-16,21.8,69.8,28.2,13.2
2026-07-17,25.2,79.7,9.1,7.2
2026-07-18,20.1,85.9,13.1,13.0
2026-07-19,18.5,63.8,14.3,13.0
2026-07-20,25.6,76.1,10.6,12.2
2026-07-21,15.5,69.6,12.8,8.0
2026-07-22,13.0,72.3,69.6,11.7
2026-07-23,20.8,91.8,8.8,7.5
2026-07-24,17.8,62.9,9.4,10.2
2026-07-25,16.1,75.4,1.7,14.1
2026-07-26,21.1,77.1,1.3,13.4
2026-07-27,19.5,81.7,15.1,11.0
2026-07-28,16.9,75.0,22.3,8.1
2026-07-29,14.6,76.6,19.4,12.9
2026-07-30,20.9,71.9,4.7,11.1
2026-07-31,20.0,76.8,18.6,4.0
2026-08-01,17.6,72.7,9.3,13.3
2026-08-02,23.3,79.7,7.4,10.9
2026-08-03,14.4,72.9,2.6,14.6
2026-08-04,12.8,78.4,5.3,7.7
2026-08-05,15.2,75.7,15.4,1.5
2026-08-06,16.9,84.0,13.2,11.8
2026-08-07,17.6,76.0,11.8,11.9
2026-08-08,16.0,64.1,0.7,5.9
2026-08-09,17.6,85.6,11.9,8.1
2026-08-10,12.6,70.6,6.1,19.3
2026-08-11,20.5,72.6,13.3,10.1
2026-08-12,15.8,73.2,25.0,13.2
2026-08-13,19.2,87.2,6.9,9.0
2026-08-14,16.7,62.8,11.2,4.7
2026-08-15,16.9,99.9,39.1,10.5
2026-08-16,17.1,85.6,12.8,10.2
2026-08-17,16.5,79.9,10.1,9.8
2026-08-18,17.0,78.2,4.8,10.7
2026-08-19,18.9,80.8,18.9,11.8
2026-08-20,15.3,82.6,4.0,10.5
2026-08-21,16.7,83.7,25.8,7.2
2026-08-22,14.1,83.2,17.0,12.5
2026-08-23,18.5,80.2,6.3,5.2
2026-08-24,12.0,78.3,5.0,4.8
2026-08-25,19.3,78.9,5.1,13.2
2026-08-26,13.6,78.7,1.4,12.5
2026-08-27,9.3,88.2,14.8,10.8
2026-08-28,13.8,84.6,0.8,6.8
2026-08-29,11.2,60.1,9.6,8.9
2026-08-30,15.7,85.4,9.0,10.2
2026-08-31,11.0,82.4,7.7,6.2
2026-09-01,11.5,81.1,14.7,8.8
2026-09-02,7.0,78.6,6.3,13.0
2026-09-03,11.2,89.4,11.9,15.3
2026-09-04,5.1,88.3,25.8,9.7
2026-09-05,7.5,76.5,16.1,13.3
2026-09-06,14.4,84.9,7.2,5.3
2026-09-07,14.3,75.4,10.3,13.0
2026-09-08,13.1,72.7,7.7,8.6
2026-09-09,8.8,78.2,8.9,11.9
2026-09-10,11.4,88.7,12.2,10.3
2026-09-11,11.4,89.5,2.4,15.0
2026-09-12,7.8,86.6,1.8,8.4
2026-09-13,15.7,88.2,4.4,12.9
2026-09-14,13.7,86.9,15.3,10.2
2026-09-15,10.3,79.0,16.9,10.5
2026-09-16,10.9,86.6,18.8,10.4
2026-09-17,11.3,89.4,4.6,8.5
2026-09-18,4.5,89.2,11.1,11.0
2026-09-19,9.7,92.4,7.4,10.8
2026-09-20,8.3,89.1,9.3,11.7
2026-09-21,7.2,86.8,7.2,11.3
2026-09-22,9.3,91.9,12.7,13.4
2026-09-23,15.4,84.4,5.6,13.8
2026-09-24,11.9,78.5,23.7,7.8
2026-09-25,8.1,83.7,23.9,13.6
2026-09-26,11.5,79.7,14.9,7.4
